text,emoji
"Let's build muscle and fat!! Don't miss out on this great deal and don't forget for all you…
",3
"...that divine moment when you realize just what a catch you really are. @ Marlton, Upper Marlboro,…
",10
"A ""Zen moment"" in between shots Congratulations to my student Vega who is now off to travel the…
",12
"Behind the scenes with @user and symoneseven Coming Soon !! Bts videos will be out…
",2
"Hair/makeup/wardrobe for today #MicrosoftNYC #gearsofwar4 @ Microsoft Store - Fifth Avenue
",0
"The worse throw back ever miss this so much tho @ C.W. Otto…
",1
"City of Lights @ Bellagio Las Vegas
",5
"SHhhh... DON'T TALK. JUST WATCH AND LEARN @ Front Management
",10
"It isn't work when it's doing something for people who selflessly fight for what is right. ️…
",0
"@user Wow three hours to capture a horse, but a mini horse, too funny
",1
"(@ Brookdale Shoals - @user in Muscle Shoals, AL)
",1
"Get here Right Now!!iamkayosshundub Performing Live Tonight!! @user - ISSA HOODHARD…
",3
"#GDFR #tourdetexas : @user @ Enchanted Rock, Fredricksburg, Tx
",2
"Labradorite and Arkansas Quartz I'll have this piece with me at @user in downtown…
",4
"Happy Sunday y'all @ Wheeler Avenue Baptist Church
",6
"nothing beats your sweet sandy kisses @ Fernandina Beach, Florida
",9
"Just hanging out at our spot for birthday celebration #2 @user
",12
"Looking like Doc Brown waiting to get the colour started mandyjanecosalon @ Mandy Jane &amp;…
",1
"You already know where you need to be This Friday . moe_vickers ttubbshtown @user
",3
"An oldie but a goodie | : #JackiePorco for #MichaelJustinStudios, Image 181 of 365, Alyssa &amp;…
",2
"Sweater weather is better weather @ Sun Seekers Tan Spa
",6
"Every......Damn.......Day There is a lot of power in a smile! #DreamChaser #Ambitious…
",12
"New Year, same magical place. @ Ocean Beach, San Diego
",4
"Memory lane for us &amp; new memories for my nieces (@ Colorado State University in Fort Collins, CO)
",10
"We always love a little laughter!!! #qoutes #jewelry #henryandeva #saynotonegativity @ Henry &amp;…
",10
"Tonight's dinner companion...business planning #greentravelcat #cafeauthors…
",1
"My #Reverbnation fan base is booming hit the link in the bio to hear some of my new music…
",11
"Today was a special day #love #happy #newbeginnings @ Historic Fishtown
",0
"Stay in school kids so you can do cool things with your life @ Ohio Expo Center &amp; State Fair
",10
"A few of our units, from Townley, at the @user #4thofjuly show last night very…
",6
"EDC YOU WERE WIIIIIIIILD #EDC #EDCOrlando #GarethEmery alivecoverage cc @user @user
",2
"Last time this was my view I was about to attend four nights of U2's IE Tour. Mer's first U2…
",0
"Happy birthday to my sister! Her little ones can’t wait to celebrate too #birthday #cupcakes…
",1
"they say build a bear is where best friends are made...i met mine in room 5 #ScarleyBarley…
",0
"One of my fav's - Eric Heatherly being suave at his own bar. #countrymusic #nashville…
",5
"In my business I don’t recommend skincare products; Dr. Katie…
",8
"#PeachtreeRoadRace #WalkLife #TheWalkingWalt #Merica @ Peachtree Road Race Expo
",7
"happy new year. @ Lindy Focus
",4
"bonding with them @ Yonge Karaoke
",1
"Tomorrow #fridaynightdelights velofellowgv with a special performance by @user promoting…
",5
"When you think you're fit fam
",1
"Guns n Roses : static_o @user faith_race @user stealthhubs @user
",2
"Y’all, Christmas came early to me thanks to charlaurenn and michellenbrown2017 ️ I miss home…
",0
"Thankful for this weekend getaway with my husband ️…
",0
"LADIES NIGHT! $1 Lime Margaritas • $2 Flavored Margaritas • $2…
",6
"I got sunshine on a cloudy day @ Great Smokey Mountains, North Carolina
",9
"Free Spin time after spin class... Dianna always busting someone out... …
",1
"Picking up my magic mike (@ Ronald Reagan Washington National Airport (DCA) in Arlington, VA)
",0
"#tb with my #mcm @user at Band Banquet. So happy that I got to spend it with you I love…
",0
"Beautiful hair transformation done by Natalia #balayage #christopherstephens #hair #hairideas…
",0
"NEW VIDEO UP ON MY YOUTUBE CHANNEL GO COMMENT PLZZZ Please go subscribe i put out new videos…
",0
"I like my gym like I like my women...hot, strong and supportive! #wildfire #crossfit #done…
",1
"Hi can we talk about how much I love this girl. #paradiso #paradiso2016 #uscevents #day1…
",0
"This is gonna be the hardest #mixtapecover ever! @ Switch Back, Virginia
",1
"Did some shredding with my boy @user tonight. Videos to come!! @ Lynchburg, Virginia
",3
"i stay talking to my counselor just because shes so funny
",1
"RINGSIDE RAY REPORT: 9ROUNDS equals FAMILY! Feeling both the love and the of determination…
",3
"Sean Paul was in the office today playing his new music @ Billboard
",3
"Red, white and blue, just for you. Happy Flag Day, beauties! #mymklife #flagday…
",7
"S O L D St Regis Spectacular home approx 4000 sf interior Custom Everything Negotiated…
",4
"Happy Weekend from your crazy friends! We love y'all! ️ @ Los Angeles, California
",0
"I'm not sure what we were whispering about, but I'm sure it was something stupid it's weird to…
",1
"Blue Skies &amp; Sunshine ️ great start to the day. Breathing in gratefulness and breathing out…
",9
"Kissing Vegas Legends goodbye today as we close this spectacle with a 2 show day! What a…
",4
"Letting loose with the kids! This little bit is my biggest fan #bigkidatheart…
",1
"Yummiest homemade ravioli I've ever had xoxo #ravioli #homemade #lunch #worklunch #happiness…
",0
"I laugh for a long time on this one #thiswasfunnytome…
",1
"Just moments before my left quad exploded and had to be taped back together. #swoleup…
",1
"Got a little dirty tonight at emmauscx #fsx! Thanks for the pic @user @ Fifth Street…
",1
"TONIGHT! Lituation #emillsdidit @ Playhouse Nightclub
",4
"Picking out my boat!!! @ Harbortown Marina - Fort Pierce
",10
"#PumpkinContest #lol #workflow #Rip en Candlewood Suites East…
",1
"come together with love instead of fear don't let hate win @ Salvation Mountain
",0
"When Bae speaks I couldn't have said it any better than…
",0
"Did you treat yourself tonight? #nutella #nutellaicecream glutenfreechick ..#nyc…
",2
"#LocoL Bakery scrapin' into shape here Market &amp; 35th. by @user @ West Oakland,…
",2
"All I really want for Christmas is these pink @user @ Queens Center
",0
"Sophie's first day of dance camp #sheissoexcited…
",0
"My munchkin' credit: saraaarawr @ Bethel Romanian Church of God
",2
"When the challenges you face seem overwhelming, remember how strong you are. ️.…
",0
"Vibrate higher @user #JustAVibe @user @ Pyramid Atlantic Art Center
",2
"Who wants to shoot? _#Repost from my new photography account chaseshoots . As an observer by…
",2
"Highlight &amp; Layered Cut ️ #kingsbeautyy #highlights #layeredhair #layeredhaircut #layeredcut…
",0
"Mr. Bassman... ️ #ayiticheri #zingexperience #mizik #Haiti @ Music Hall of Williamsburg
",0
"Just arrived at my hotel walk around the corner and...wow! #newyork #nyc #timesquare @ Times…
",7
"️TBT to a week of so much sunshine that I even had to question my…
",9
"(@ Tanger Outlet Houston - @user in Texas City, TX)
",5
"I support Good Music. Get this new hot single , Pedal Back by Washington Height's own,…
",3
"winter? hardly know ‘er.--- by nicolebitonti--#bonelord #bonepatrol #musician…
",2
"I want to publicly thank my mother for being a big part of my success, you are appreciated. @user
",11
"#TOPS #ChildrenModel #Photography #ProPro hankspumpkintown #PinkieUP @ Hanks PumpkinTown
",2
"caught the shrimp for my first time!! @ Kyoto Sushi &amp; Steak
",12
"@ 糖記甜品Downtown - Sugar Marmalade Dessert &amp; Drink Downtown
",0
"Southeast fest chillin #eyesalittlelow #bcfest2016 @ MLK Ave SE
",12
"I've finally got my BB-8 @ Tomorrowland - Disneyland
",0
"Is it 2018 yet? #goodmorning #sundays #lastdayoftheyear @user
",1
"We have something really good for you #organic #green #nongmo #quality #healthy #lean #life…
",10
"“Where FOCUS goes ENERGY flows” ~ Tony Robbins ~ @user
",2
"The animals having some fun this morning ️ #enrichment #playtime #newpresents #christmas #fox…
",0
"Let your #voice be heard! One #vote DOES count.... @ United States
",7
"Clouds moving in rapidly from the west. Finally get to be here in AZ for a storm .…
",12
"This was the most beautiful thing i have ever experienced in my entire life. @user ️
",0
"Good morning, the start to another wonderful day @ Intracoastal Yacht Club (877) 460-0633
",0
"Gotta get it up up up! 14 pound #porcelain pot destined for some slip work and the wood kiln. :…
",2
"Sweet Mrs. Sherry gives out little gold stars at work when she's…
",4
"Who wants to listen to the WORLD PREMIERE of my NEW SONG - GET THE DROP?? get this post…
",3
"This is @user Michael Brauer's fantastic room at @user Some incredible gear for his…
",7
"Magic Kingdom @ Disney's All-Star Sports Resort
",0
"Trying this place out with bwalls.7 #sistertime #fam #noms #yummy #fusion #dinner #hibachi @user
",6
"I'm screaming this is a review someone wrote about MMCC @ mid Michigan community college…
",1
"Reflections #selfie #memyselfandi #longhairdontcare #blondehairdontcare #ootd #outfitoftheday…
",1
"| May 8, 2014 |President Abraham Lincoln #CrossCountry #DCP #Amtrak #WashingtonDC #USA @user
",7
"austin__brownie •••#streetwear #streetstyle #streetfashion #menstyle #guyswithstyle…
",2
"I hope you are all having a good Monday so far I know today is typically a day off for most…
",4
"gettin blown around NYC with my bff @ Empire State Building
",13
"Honestly most fun I've had in along time. And only getting better. SNOW in NYC. : @user @user
",2
"#collegeofcomputingsciences it's lit here @ Prudential Center
",3
"@user my guy sliced me up BROOKLYN style Naa mean B #Teamsavior #Atg #savvyworld…
",1
"“Your future growth is predicated on your present bleed. The ripping away of cultural comfort…
",3
"Sisters date night @ Hard Rock Cafe New York
",4
"We're proud to be sponsoring TEDx Seattle! Stop by and see us #tedxseattle #thesnapbar…
",2
"NEWS FLASH!! The ground is still important in golf!! @user @ Rustic Canyon Golf Course
",13
"Almost that time of the Year for the #rockefellertree @ Rockefeller Center
",8
"My city is pretty at night #toronto @ Rogers Centre Toronto Blue Jays Game
",4
"March on ladies!! shelleymilks show this to your mate!! @ Anxiety and Panic Attacks
",1
"Is all about family and hard work streetsenterprise @user #streetsenterprise…
",2
"Monday night dinner #tuccisfirencoalpizza #yum Thanks, guys! @ Tucci's Fire N Coal Pizza
",5
"#TBT Great time with good people @ Warmdaddy's
",0
"#Repost @user (get_repost)・・・Bom dia. ️ super stoked to go visit the Bay Area and…
",9
"Soccer Tables tennis. Two heads and a soccer ball. #ochilink @ Broward County, Florida
",10
"Damn what a Bih say, enjoy life to the FULLEST @ Malcolm…
",5
"Our third Christmas together &amp; they just keep getting better Love…
",8
"#FunInTheSun #Lovingit #SoRelaxed#needed#migordo @ Seal Beach,…
",0
"I'm convinced I have some of the most beautiful pups on the planet#VintageAussies…
",0
"Surprise meeting Boyoung unnie at the airport. waited for 2 hours after work and it was well…
",6
"My beautiful nephew &amp; I representing the family business : Sculpt Body Lounge ask about our new…
",4
"Taj eeee whooo getting his workout on... @ United Center
",1
"MEDITATE because some questions can't be answered by Google #wisewords #wisewordswednesday…
",4
"@user As a cub fan just wanted to say we really enjoyed having you. Wish you health and happiness
",6
"Sometimes you just need a beach day。。。。Photography Assignment- Places#beach…
",9
"SF is @ San Francisco, California
",3
"#Retro4 |Has Officially Released| : davidwept [Link In Bio] @ Miami Beach, Florida
",2
"Have a safe journey and enjoy your vacation @ I Love You
",6
"Loto.... I never forget where I come from! Always grateful with…
",0
"This guy and I were really happy to do it em last weekend #TheLawOfficesOfBrownBrownAndBrown…
",5
"No joke. She played the theme to #rugrats #NYC #detail #shot #lifestyle #brooklyn #bk #model…
",5
"MAINSTAGE was literally F I R E #ultramusicfestival #miami #downtownmiami #bayfrontpark #umf…
",3
"Dolores park weather (@ Mission Dolores Park - @user in San Francisco, CA)
",9
"Behind the scenes of my new Vlog Thank @user for the video! She is in the second…
",4
"I love being surrounded by loyal people
",11
"When you're trying to get in formation and your friends won't get it together #vegasbaby…
",1
"How do we keep it at Cahill Physical Therapy? By doing 100s to get ready for this Labor Day…
",11
"Let's get wild tonight!! #djdiox #sub51 #chicago #thisishowwedoit #fridaynight #bottleservice…
",13
"...and I'm full #TooMuchFood #EveryTime #CountryBreakfast #Carbs @ The Omelet House
",1
"#ATX #unclebillys #bartonsprings so nice to get out #lastnight @ Uncle…
",5
"️ @ Halloween Horror Nights - Universal Orlando
",0
"@ Cliff Walk - Newport RI, 02840
",6
"So much fun #pmxagency #latergram @ New York, New York
",0
"When #Kefka actually learns how to use a #twohandedweapon #fayettevillecomiccon…
",1
"#foxontherun #fun #friends #silly #comedy #summerbreak ️ #park #musically trishashack @ Metcalf…
",9
"So yeah...that IS @user &amp; @user aka #batman &amp; #alfred #gotham…
",0
"A few highlights from today @ Waterrock Knob
",0
"Lmaooo RT @user RT @user Had to clean that Golden Corral out ur system
",1
"A little bit of this and a little bit of that. Love cutting curly hair! Thank you rozayprado for…
",5
"Hello, beautiful @ Delaware County, Pennsylvania
",0
"(at @user in Las Vegas, NV)
",5
"Sculpin out all the beer in honor of #IPAday! |Grapefruit Sculpin from @user
",10
